model,scenario,region,variable,unit,year,value
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2045,156.8024693858044
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2050,234.262300518439
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2055,287.5710531557336
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2060,345.7013556168529
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2070,401.7831324870501
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2080,434.4604165256669
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2090,468.2443500961214
REMIND-MAgPIE 3.3-4.8,Delayed transition,Asia (R5),Price|Carbon,US$2010/t CO2,2100,501.5469605415761
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2020,2.800002576
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2025,2.898440160000001
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2030,3.193752911999999
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2035,96.73246296
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2040,166.001724336
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2045,253.950568144
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2050,361.510174368
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2055,475.897982896
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2060,620.5905634880002
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2070,637.23277632
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2080,653.874989152
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2090,670.5172018720001
REMIND-MAgPIE 3.3-4.8,Delayed transition,Reforming Economies (R5),Price|Carbon,US$2010/t CO2,2100,687.159414704
